FuelType,Car Brand,Car Model,Periodic Service Price GaadiMech,Express Service Price GaadiMech,Discounted Price,Comprehensive Service Price GaadiMech,Dent & Paint Price GaadiMech,Dent and Paint Full Body,
Diesel,Mahindra,Bolero Camper,4999,5099,4799,7399,2699,28550,4999
Diesel,Mahindra,Bolero Pickup,4999,5099,4799,7399,2699,28550,4999
Diesel,Tata,Aria,5299,5499,5199,7299,2599,28450,5399
Diesel,Tata,Bolt,3899,4199,3899,6799,2499,25550,4099
Diesel,Tata,Indica,3799,4099,3799,5099,2199,25550,3999
Diesel,Tata,Indica eV2,3799,4099,3799,5099,2199,25550,3999
Diesel,Tata,Indica V2,3799,4099,3799,5099,2199,25550,3999
Diesel,Tata,Indica Vista,3799,4099,3799,5999,2199,25550,3999
Diesel,Tata,Indigo,3899,4199,3899,5399,2499,25550,4099
Diesel,Tata,Indigo CS,3899,4199,3899,6799,2499,25550,4099
Diesel,Tata,Indigo eCS,3899,4199,3899,6799,2499,25550,4099
Diesel,Tata,Indigo Marina,3899,4199,3899,6799,2499,25550,4099
Diesel,Tata,Indigo XL,3899,4199,3899,6799,2499,25550,4099
Diesel,Tata,Manza,4399,4599,4299,7099,2499,27550,4499
Diesel,Tata,Nano,#N/A,#N/A,200,,1999,22550,400
Diesel,Tata,Nano GenX,#N/A,#N/A,200,,1999,22550,400
Diesel,Tata,Safari,6199,6499,6399,9299,2899,30550,6599
Diesel,Tata,Safari Storme,6299,6399,6399,9299,2899,30550,6599
Diesel,Tata,Sumo Gold,5799,5999,5699,8699,2699,28550,5899
Diesel,Tata,Sumo Grande,5799,5999,5699,8699,2699,28550,5899
Diesel,Tata,Sumo Spacio,5799,5999,5699,8699,2699,28550,5899
Diesel,Tata,Sumo Victa,5799,5999,5699,8699,2699,28550,5899
Diesel,Tata,Zest,4399,4599,4299,6999,2499,25550,4499
Diesel,Tata,Tiago,3699,3899,3599,5699,2599,25550,3799
Diesel,Tata,Nexon,4299,4399,4199,6599,2499,25550,4399
Diesel,Tata,Tigor,4099,4399,4099,5799,2499,25750,4299
Diesel,Tata,Hexa,5999,6499,6199,11599,2599,28450,6399
Diesel,Tata,Venture,4899,5099,4799,6999,2699,28550,4999
Diesel,Tata,Winger,4799,4999,4699,6699,2499,29550,4899
Diesel,Tata,Harrier,5299,5499,5499,7199,2799,30450,5699
Diesel,Tata,Punch,#N/A,#N/A,,,2499,25550,200
Diesel,Tata,Xenon,6299,6399,6099,9299,2899,30550,6299
Diesel,Tata,Altroz,3899,4199,3899,5499,2399,25550,4099
Diesel,Tata,Tiago NRG,3899,4199,3899,5699,2499,25550,4099
Diesel,Ford,EcoSport,3999,4199,3899,6299,2799,#N/A,4099
Diesel,Ford,Endeavour,6499,6499,6199,9099,2799,30450,6399
Diesel,Ford,Escort,4299,4499,4199,6799,2699,25550,4399
Diesel,Ford,Fiesta,4299,4499,4199,6799,2499,27550,4399
Diesel,Ford,Fiesta Classic,4299,4499,4199,6799,2499,27550,4399
Diesel,Ford,Figo,3399,3699,3399,5599,2199,25550,3599
Diesel,Ford,Figo Aspire,3699,3999,3699,5899,2499,25550,3899
Diesel,Chevrolet,Aveo,3999,4299,3999,5999,2499,25750,4199
Diesel,Chevrolet,Beat,3199,3499,3199,4899,2199,22550,3399
Diesel,Chevrolet,Captiva,5999,6199,5899,8899,2599,28450,6099
Diesel,Chevrolet,Cruze,5199,5099,4799,9199,2599,28450,4999
Diesel,Chevrolet,Enjoy,4899,5099,4799,6999,2499,27550,4999
Diesel,Chevrolet,Optra,5499,5499,5199,8899,2499,28750,5399
Diesel,Chevrolet,Optra Magnum,5899,5999,5699,8899,2499,28550,5899
Diesel,Chevrolet,Optra SRV,#N/A,#N/A,200,,2499,28550,400
Diesel,Chevrolet,Sail,3799,4099,3799,5499,2399,25550,3999
Diesel,Chevrolet,Sail Hatchback,3499,3799,3499,5399,2399,25550,3699
Diesel,Chevrolet,Spark,#N/A,#N/A,200,,2199,22550,400
Diesel,Chevrolet,Tavera,5299,5499,5199,7699,2699,28550,5399
Diesel,Chevrolet,Uva,3799,4099,3799,6199,2399,25550,3999
Diesel,Chevrolet,Trailblazer,6699,6799,6499,9799,2599,28450,6699
Diesel,Kia,Seltos,4399,4699,4599,5899,2699,28550,4799
Diesel,Kia,Sonet,3699,3899,3999,6299,2699,28550,4199
Diesel,Kia,Carnival,7999,7999,7699,9599,2899,37450,7899
Diesel,Kia,Carens,4399,4599,4299,5699,2599,28450,4499
Diesel,Skoda,Fabia,4999,5199,4899,7599,2499,25550,5099
Diesel,Skoda,Fabia Scout,4999,5199,4899,7599,2499,25550,5099
Diesel,Skoda,Laura,5499,5499,5199,7699,2499,27450,5399
Diesel,Skoda,Octavia,5699,5699,5399,8099,2499,27450,5599
Diesel,Skoda,Rapid,4999,5099,4999,8299,2499,27450,5199
Diesel,Skoda,Superb,6399,6499,6199,9399,2599,28450,6399
Diesel,Skoda,Yeti,6399,6499,6199,9199,2599,28450,6399
Diesel,Skoda,Slavia,#N/A,#N/A,200,,2799,30450,400
Diesel,Skoda,Kushaq,6499,6499,6199,9599,2799,30450,6399
Diesel,Skoda,Kodiaq,6499,6499,6199,9599,2899,37450,6399
Diesel,Volkswagen,CrossPolo,4199,4399,4099,6599,2499,#N/A,4299
Diesel,Volkswagen,Jetta,5399,5499,5199,8299,2499,32450,5399
Diesel,Volkswagen,Passat,5599,5799,5499,8299,2599,32450,5699
Diesel,Volkswagen,Polo,4199,4399,4099,6599,2599,25550,4299
Diesel,Volkswagen,Vento,4999,5099,4999,6699,2499,32450,5199
Diesel,Volkswagen,Ameo,4499,4799,4499,6799,2499,27550,4699
Diesel,Volkswagen,Beetle,#N/A,#N/A,,,2699,38550,200
Diesel,Volkswagen,Tiguan,6399,6499,6199,9299,2599,28450,6399
Diesel,Volkswagen,T-Roc,7899,7999,7699,9599,2799,#N/A,7899
Diesel,Volkswagen,Taigun,#N/A,#N/A,200,,2799,30450,400
Diesel,Volkswagen,Virtus,#N/A,#N/A,200,,2799,30450,400
Diesel,MG,Hector,6999,6999,6699,9599,2799,30450,6899
Diesel,MG,Gloster,7999,7999,7699,9599,2899,40450,7899
Diesel,MG,Astor,#N/A,#N/A,200,,2899,30550,400
Diesel,MG,Hector Plus,7999,7999,7699,9599,2799,30450,7899
Diesel,Citroen,C5 Aircross,5299,5499,5199,7199,2799,30450,5399
Diesel,Citroen,C3,#N/A,#N/A,200,,2699,28550,400
Diesel,Jeep,Compass,7999,7499,7199,9599,2799,30450,7399
Diesel,Fiat,Adventure,4099,4399,4099,6999,2499,25550,4299
Diesel,Fiat,Avventura,4099,4399,4099,6999,2499,25550,4299
Diesel,Fiat,Linea,4399,4599,4299,7099,2499,27550,4499
Diesel,Fiat,Linea Classic,4399,4599,4299,7099,2499,27550,4499
Diesel,Fiat,Palio D,3899,4199,3899,6499,2499,25550,4099
Diesel,Fiat,Palio Stile,3899,4199,3899,6499,2499,25550,4099
Diesel,Fiat,Petra,4099,4399,4099,6599,2499,25550,4299
Diesel,Fiat,Punto,3199,3499,3199,5099,4299,25550,3399
Diesel,Fiat,Punto Evo,4099,4399,4099,6999,2499,25550,4299
Diesel,Fiat,Uno,4099,4399,4099,6999,2499,25550,4299
Diesel,Fiat,Abarth Punto,#N/A,#N/A,200,,2499,25550,400
Diesel,Nissan,Evalia,5299,5399,5099,8399,2499,25550,5299
Diesel,Nissan,Micra,3199,3499,3199,5199,2199,25550,3399
Diesel,Nissan,Micra Active,#N/A,#N/A,200,,2199,25550,400
Diesel,Nissan,Sunny,4599,4499,4199,7199,2499,27450,4399
Diesel,Nissan,Teana,5399,5599,5299,7699,2499,27450,5499
Diesel,Nissan,Terrano,5199,5399,5099,8299,2699,30550,5299
Diesel,Nissan,X-Trail,5599,5699,5399,8699,2899,#N/A,5599
Diesel,Nissan,Gtr,#N/A,#N/A,200,,4299,61650,400
Diesel,Nissan,Kicks,4099,4399,4099,5899,2699,28550,4299
Diesel,Nissan,Magnite,#N/A,#N/A,200,,2699,28550,400
Diesel,Renault,Duster,5199,5399,5099,7499,2899,28550,5299
Diesel,Renault,Fluence,4899,5099,4799,7199,2499,27450,4999
Diesel,Renault,Koleos,5499,5699,5399,8499,2799,30450,5599
Diesel,Renault,Lodgy,5299,5499,5199,8399,2699,28550,5399
Diesel,Renault,Pulse,3899,4099,3799,6199,2499,25550,3999
Diesel,Renault,Scala,4899,5099,4799,7199,2499,27450,4999
Diesel,Renault,Kwid,2999,3299,2999,6199,2599,25550,3199
Diesel,Renault,Triber,3999,4099,3799,6299,2499,25550,3999
Diesel,Renault,Kiger,#N/A,#N/A,200,,2699,28550,400
Diesel,Isuzu,MU-X,5499,5699,5399,7399,2799,#N/A,5599
Diesel,Volvo,Xc60,16999,15999,15699,21499,4299,61650,15899
Diesel,Volvo,Xc90,17999,17499,17199,25099,4699,69050,17399
Diesel,Volvo,S90,17999,17499,17199,21899,4299,61650,17399
Diesel,Volvo,S60,17999,17499,17199,20699,3999,57210,17399
Diesel,Volvo,S60 Cross Country,17999,17499,17199,20899,3999,57210,17399
Diesel,Volvo,S80,17999,17499,17199,26699,4299,61650,17399
Diesel,Volvo,V40,15999,15499,15199,20699,3799,54250,15399
Diesel,Volvo,V40 Cross Country,15999,15499,15199,20899,3799,54250,15399
Diesel,Volvo,S40,,,200,,3999,57210,400
Diesel,Volvo,V60,16999,16499,16199,21699,3999,57210,16399
Diesel,Volvo,V90,16999,16499,16199,22299,4699,69050,16399
Diesel,BMW,3 Series,16999,15499,15199,20899,3999,57210,15399
Diesel,BMW,5 Series,16999,16499,16199,21899,4299,61650,16399
Diesel,BMW,7 Series,17499,19499,19199,23899,4299,61650,19399
Diesel,BMW,X1,15499,15499,15199,20899,4299,61650,15399
Diesel,BMW,X3,15499,15899,15599,21899,4299,61650,15799
Diesel,BMW,X5,17399,18499,18199,23899,4699,69050,18399
Diesel,BMW,X7,20799,23499,23199,25499,4699,69050,23399
Diesel,BMW,1 Series,15499,15099,14799,20899,3999,57210,14999
Diesel,BMW,3 Series GT,15499,15099,14799,20899,3999,57210,14999
Diesel,BMW,5 Series GT,16399,16499,16199,21899,4299,61650,16399
Diesel,BMW,6 Series,17599,17499,17199,23299,4299,61650,17399
Diesel,BMW,M3,,,200,,3999,57210,400
Diesel,BMW,M5,,,200,,4299,61650,400
Diesel,BMW,X6,20799,19499,19199,25499,4699,69050,19399
Diesel,BMW,Z4,,,200,,3999,57210,400
Diesel,BMW,X4,16399,15899,15599,21899,4299,61650,15799
Diesel,BMW,6 Series GT,16499,18099,17799,22899,4299,61650,17999
Diesel,BMW,2 Series,15599,14899,14599,20899,3999,57210,14799
Diesel,Mercedes,A-Class,15499,14899,14599,20899,3799,#N/A,14799
Diesel,Mercedes,AMG GT,,,200,,4299,61650,400
Diesel,Mercedes,B-Class,15499,14899,14599,20899,3799,#N/A,14799
Diesel,Mercedes,CLA-Class,16599,15499,15199,21499,3999,#N/A,15399
Diesel,Mercedes,CLS-Class,17599,16499,16199,23199,4299,#N/A,16399
Diesel,Mercedes,E-Class,16599,15499,15199,20099,4299,#N/A,15399
Diesel,Mercedes,G63 AMG,,,200,,4699,#N/A,400
Diesel,Mercedes,GL-Class,18599,19099,18799,29099,4699,#N/A,18999
Diesel,Mercedes,GLA-Class,15499,14899,14599,19299,4299,#N/A,14799
Diesel,Mercedes,GLE-Class,18699,18099,17799,22499,4299,#N/A,17999
Diesel,Mercedes,ML-Class,16999,18099,17799,22499,4699,#N/A,17999
Diesel,Mercedes,S-Class,17999,18099,17799,22499,4299,#N/A,17999
Diesel,Mercedes,SLK-Class,,,200,,3999,#N/A,400
Diesel,Mercedes,R-Class,18699,18099,17799,22899,4299,#N/A,17999
Diesel,Mercedes,V-Class,18699,,200,23699,4699,#N/A,400
Diesel,Mercedes,Glc,15599,15499,15199,20899,4299,61650,15399
Diesel,Mercedes,Gls,19999,19999,19699,26299,4699,69050,19899
Diesel,Mercedes,GLE43 AMG,,,200,,4699,69050,400
Diesel,Audi,A3,14999,14599,14299,19899,3999,57210,14499
Diesel,Audi,A4,15299,14899,14599,20899,3999,57210,14799
Diesel,Audi,A6,16399,15899,15599,21899,4299,61650,15799
Diesel,Audi,A7,17499,16899,16599,23099,4299,61650,16799
Diesel,Audi,A8,19799,19099,18799,29099,4299,61650,18999
Diesel,Audi,A8 L,19799,19099,18799,29099,4299,61650,18999
Diesel,Audi,Q3,15299,14899,14599,20899,4299,61650,14799
Diesel,Audi,Q5,16399,15899,15599,21899,4299,61650,15799
Diesel,Audi,Q7,20799,19999,19699,25499,4699,69050,19899
Diesel,Audi,R8,,,200,,4299,61650,400
Diesel,Audi,Tt,,,200,,3999,57210,400
Diesel,Audi,Q8,,,200,,4699,69050,400
Diesel,Audi,Rs5,,,200,,4299,61650,400
Diesel,Audi,Rs3,,,200,,3999,57210,400
Diesel,Audi,Rs7,,,200,,4299,61650,400
Diesel,Audi,Q2,15299,14899,14599,21099,3799,54250,14799
Diesel,Audi,S4,,,200,,3999,57210,400
Diesel,Audi,A5,16399,15899,15599,22299,3999,57210,15799
Diesel,Jaguar,F-Type,,,200,,4299,#N/A,400
Diesel,Jaguar,Xe,14999,14599,14299,20699,3999,57210,14499
Diesel,Jaguar,Xf,16399,15899,15599,21899,4299,61650,15799
Diesel,Jaguar,Xj,18699,18099,17799,23299,4299,61650,17999
Diesel,Jaguar,F-Pace,16399,15899,15599,21899,4299,#N/A,15799
Diesel,Jaguar,Xjr,,,200,,4299,61650,400
CNG,Maruti,800,2599,2899,2599,3399,2199,#N/A,2799
CNG,Maruti,Alto,2599,2899,2599,3899,2299,#N/A,2799
CNG,Maruti,Alto K10,2699,2999,2699,3499,2299,#N/A,2899
CNG,Maruti,A-Star,2799,3099,2799,4099,2199,#N/A,2999
CNG,Maruti,Baleno,2999,3299,2999,4999,2599,#N/A,3199
CNG,Maruti,Celerio,2799,3199,2899,4499,2299,#N/A,3099
CNG,Maruti,Ciaz,3399,3699,3399,4999,2499,#N/A,3599
CNG,Maruti,Eeco,3099,3399,3099,4299,2499,#N/A,3299
CNG,Maruti,Esteem,3099,3499,3199,4099,2499,#N/A,3399
CNG,Maruti,Ertiga,3599,3899,3599,4299,2499,#N/A,3799
CNG,Maruti,Estilo,2799,3099,2799,4099,2399,#N/A,2999
CNG,Maruti,Grand Vitara,3899,4099,3799,5599,2599,#N/A,3999
CNG,Maruti,Gypsy,3899,4199,3899,5499,2499,#N/A,4099
CNG,Maruti,Kizashi,4999,5199,4899,6299,2599,#N/A,5099
CNG,Maruti,Omni,2799,3099,2799,3899,2399,#N/A,2999
CNG,Maruti,Ritz,2799,3099,2799,4299,2199,#N/A,2999
CNG,Maruti,S-Cross,3399,3699,3399,4599,2499,#N/A,3599
CNG,Maruti,Swift,2999,3299,2999,4599,2499,#N/A,3199
CNG,Maruti,Swift Dzire,3199,3499,3199,4599,2499,#N/A,3399
CNG,Maruti,SX4,3399,3699,3399,4999,2499,#N/A,3599
CNG,Maruti,WagonR,2599,2899,2599,3899,2299,#N/A,2799
CNG,Maruti,Zen,2699,3099,2799,4299,2199,#N/A,2999
CNG,Maruti,Vitara Brezza,3699,3999,3699,4999,2699,#N/A,3899
CNG,Maruti,Ignis,2799,3099,2799,4099,2499,#N/A,2999
CNG,Maruti,S-Presso,2799,3099,2799,4899,2499,#N/A,2999
CNG,Hyundai,Accent,3199,3499,3199,4499,2499,25550,3399
CNG,Hyundai,Accent-Viva,3199,3499,3199,4499,2499,#N/A,3399
CNG,Hyundai,Creta,3899,4099,3799,5099,2699,28550,3999
CNG,Hyundai,Elantra,3899,4199,3899,5299,2499,27450,4099
CNG,Hyundai,Elite-I20,3199,3499,3199,4099,2399,#N/A,3399
CNG,Hyundai,Eon,2499,2799,2499,3899,2299,22550,2699
CNG,Hyundai,Getz,2899,3199,2899,4099,2499,25550,3099
CNG,Hyundai,Getz-Prime,,,200,,2499,#N/A,400
CNG,Hyundai,Grand-I10,2899,3199,2899,4399,2299,#N/A,3099
CNG,Hyundai,I10,2499,2799,2499,4199,2299,25550,2699
CNG,Hyundai,i20 Active,3199,3499,3199,4199,2399,25550,3399
CNG,Hyundai,Santa Fe,5999,6099,5799,8899,2499,#N/A,5999
CNG,Hyundai,Santro Xing,2699,2999,2699,4099,2199,22550,2899
CNG,Hyundai,Sonata,3999,4199,3899,5799,2499,27450,4099
CNG,Hyundai,Sonata Embera,3899,4199,3899,5299,2499,27450,4099
CNG,Hyundai,Sonata Transform,3899,4199,3899,5299,2499,27450,4099
CNG,Hyundai,Verna,3599,3899,3599,4699,2499,27550,3799
CNG,Hyundai,Verna Fluidic,3899,4099,3799,5699,2499,27450,3999
CNG,Hyundai,Verna Transform,3899,4099,3799,4799,2499,27550,3999
CNG,Hyundai,Xcent,2999,3299,2999,4399,2499,25550,3199
CNG,Hyundai,Venue,3399,3699,3399,5399,2699,28550,3599
CNG,Hyundai,Santro,2699,2999,2699,4099,2199,22550,2899
CNG,Hyundai,Aura,2999,3299,2999,4299,2299,25550,3199
CNG,Honda,Accord,4199,4499,4199,6899,2599,29450,4399
CNG,Honda,Amaze,3399,3699,3399,5499,2599,26550,3599
CNG,Honda,Brio,2799,3099,2799,4799,2499,25550,2999
CNG,Honda,City,3699,3899,3599,6599,2599,27550,3799
CNG,Honda,City i-VTEC,3699,3899,3599,6599,2599,#N/A,3799
CNG,Honda,City ZX,3699,3899,3599,5699,2499,27550,3799
CNG,Honda,Civic,3699,3899,3599,6699,2799,29450,3799
CNG,Honda,Crv,4699,4999,4199,6299,2799,30450,4399
CNG,Honda,Jazz,3199,3899,3599,5699,2499,25550,3799
CNG,Honda,Mobilio,3899,4099,3799,5499,2699,29550,3999
CNG,Toyota,Camry,6199,6499,6199,8399,2599,28450,6399
CNG,Toyota,Corolla,4199,4399,4099,6399,2499,27550,4299
CNG,Toyota,Corolla-Altis,4199,4399,4099,6499,2499,#N/A,4299
CNG,Toyota,Etios,3699,3899,3599,4499,2499,25550,3799
CNG,Toyota,Etios Cross,3599,3799,3499,4499,2499,25550,3699
CNG,Toyota,Etios Liva,3599,3799,3499,4499,2499,25550,3699
CNG,Toyota,Fortuner,,,200,,2899,37450,400
CNG,Toyota,Innova,,,200,,2899,30550,400
CNG,Toyota,Land Cruiser,,,200,,2799,42450,400
CNG,Toyota,Innova Crysta,,,200,,2799,30450,400
CNG,Toyota,Yaris,3699,3899,3599,6499,2499,27450,3799
CNG,Toyota,Glanza,3199,3399,3099,5099,2499,25550,3299
CNG,Toyota,Qualis,,,200,,2699,28550,400
CNG,Toyota,Urban Cruiser,3899,4099,3799,5099,2499,27550,3999
CNG,Toyota,Sera,,,200,,2499,27450,400
CNG,Mahindra,Bolero,,,200,,2699,28550,400
CNG,Mahindra,Quanto,,,200,,2699,28550,400
CNG,Mahindra,Scorpio,,,200,,2899,30550,400
CNG,Mahindra,Scorpio Getaway,,,200,,2899,30550,400
CNG,Mahindra,Thar,,,200,,2699,28550,400
CNG,Mahindra,Verito,3799,3899,3599,6699,2499,25550,3799
CNG,Mahindra,XUV500,,,200,,2999,#N/A,400
CNG,Mahindra,Xylo,,,200,,2699,28550,400
CNG,Mahindra,TUV300,,,200,,2699,#N/A,400
CNG,Mahindra,KUV100,3099,3499,3199,4299,2499,#N/A,3399
CNG,Mahindra,Nuvosport,,,200,,2499,25550,400
CNG,Mahindra,Logan,3599,3899,3599,5699,2499,27550,3799
CNG,Mahindra,Marazzo,,,200,,2899,30550,400
CNG,Mahindra,XUV300,,,200,,2699,#N/A,400
CNG,Mahindra,Bolero Camper,,,200,,2699,28550,400
CNG,Mahindra,Bolero Pickup,,,200,,2699,28550,400
CNG,Tata,Aria,5299,5499,5199,7299,2599,28450,5399
CNG,Tata,Bolt,3399,3699,3399,4199,2499,25550,3599
CNG,Tata,Indica,3399,3699,3399,4199,2199,25550,3599
CNG,Tata,Indica eV2,3399,3699,3399,4199,2199,25550,3599
CNG,Tata,Indica V2,3399,3699,3399,4199,2199,25550,3599
CNG,Tata,Indica Vista,3399,3699,3399,4199,2199,25550,3599
CNG,Tata,Indigo,3499,3799,3499,4199,2499,25550,3699
CNG,Tata,Indigo CS,3499,3799,3499,4199,2499,25550,3699
CNG,Tata,Indigo eCS,3499,3799,3499,4199,2499,25550,3699
CNG,Tata,Indigo Marina,3499,3799,3499,4199,2499,25550,3699
CNG,Tata,Indigo XL,3499,3799,3499,4199,2499,25550,3699
CNG,Tata,Manza,3499,3799,3499,4699,2499,27550,3699
CNG,Tata,Nano,2699,2899,2599,3499,1999,22550,2799
CNG,Tata,Nano GenX,2699,3099,2799,3499,1999,22550,2999
CNG,Tata,Safari,,,200,,2899,30550,400
CNG,Tata,Safari Storme,,,200,,2899,30550,400
CNG,Tata,Sumo Gold,,,200,,2699,28550,400
CNG,Tata,Sumo Grande,,,200,,2699,28550,400
CNG,Tata,Sumo Spacio,,,200,,2699,28550,400
CNG,Tata,Sumo Victa,,,200,,2699,28550,400
CNG,Tata,Zest,3899,4099,3799,4699,2499,25550,3999
CNG,Tata,Tiago,3399,3699,3399,4299,2599,25550,3599
CNG,Tata,Nexon,3999,4199,3899,5499,2499,25550,4099
CNG,Tata,Tigor,3499,3799,3499,4299,2499,25750,3699
CNG,Tata,Hexa,,,200,,2599,28450,400
CNG,Tata,Venture,,,200,,2699,28550,400
CNG,Tata,Winger,,,200,,2499,29550,400
CNG,Tata,Harrier,,,200,,2799,30450,400
CNG,Tata,Punch,,,200,,2499,25550,400
CNG,Tata,Xenon,,,200,,2899,30550,400
CNG,Tata,Altroz,3199,3499,3199,4099,2399,25550,3399
CNG,Tata,Tiago NRG,,,200,,2499,25550,400
CNG,Ford,EcoSport,3999,4299,3999,5499,2799,#N/A,4199
CNG,Ford,Endeavour,,,200,,2799,30450,400
CNG,Ford,Escort,3899,4099,3799,5599,2699,25550,3999
CNG,Ford,Fiesta,3699,3899,3599,5799,2499,27550,3799
CNG,Ford,Fiesta Classic,3699,3899,3599,5799,2499,27550,3799
CNG,Ford,Figo,2999,3299,2999,5499,2199,25550,3199
CNG,Ford,Figo Aspire,3599,3899,3599,5699,2499,25550,3799
CNG,Chevrolet,Aveo,3799,4099,3799,5399,2499,25750,3999
CNG,Chevrolet,Beat,2799,2999,2699,4899,2199,22550,2899
CNG,Chevrolet,Captiva,,,200,,2599,28450,400
CNG,Chevrolet,Cruze,4499,4499,4199,7399,2599,28450,4399
CNG,Chevrolet,Enjoy,4099,4299,3999,5899,2499,27550,4199
CNG,Chevrolet,Optra,4399,4499,4199,6199,2499,28750,4399
CNG,Chevrolet,Optra Magnum,4399,4599,4299,6199,2499,28550,4499
CNG,Chevrolet,Optra SRV,4199,4399,4099,6099,2499,28550,4299
CNG,Chevrolet,Sail,3699,3999,3699,5399,2399,25550,3899
CNG,Chevrolet,Sail Hatchback,3499,3799,3499,5299,2399,25550,3699
CNG,Chevrolet,Spark,2999,3099,2799,4299,2199,22550,2999
CNG,Chevrolet,Tavera,,,200,,2699,28550,400
CNG,Chevrolet,Uva,3799,4099,3799,5299,2399,25550,3999
CNG,Chevrolet,Trailblazer,,,200,,2599,28450,400
CNG,Kia,Seltos,3899,4099,3799,5199,2699,28550,3999
CNG,Kia,Sonet,3399,3699,3399,5499,2699,28550,3599
CNG,Kia,Carnival,,,200,,2899,37450,400
CNG,Kia,Carens,,,200,,2599,28450,400
CNG,Skoda,Fabia,3999,4099,3799,7099,2499,25550,3999
CNG,Skoda,Fabia Scout,3999,4099,3799,7099,2499,25550,3999
CNG,Skoda,Laura,4599,4699,4399,6099,2499,27450,4599
CNG,Skoda,Octavia,5299,5499,5199,7099,2499,27450,5399
CNG,Skoda,Rapid,4599,4699,4399,7199,2499,27450,4599
CNG,Skoda,Superb,6499,6499,6199,8299,2599,28450,6399
CNG,Skoda,Yeti,,,200,,2599,28450,400
CNG,Skoda,Slavia,,,200,,2799,30450,400
CNG,Skoda,Kushaq,,,200,,2799,30450,400
CNG,Skoda,Kodiaq,,,200,,2899,37450,400
CNG,Volkswagen,CrossPolo,4199,4199,3899,5899,2499,#N/A,4099
CNG,Volkswagen,Jetta,5299,5399,5099,7199,2499,32450,5299
CNG,Volkswagen,Passat,5699,5699,5399,7199,2599,32450,5599
CNG,Volkswagen,Polo,4199,4199,3899,5899,2599,25550,4099
CNG,Volkswagen,Vento,4599,4699,4399,6499,2499,32450,4599
CNG,Volkswagen,Ameo,4299,4499,4199,5999,2499,27550,4399
CNG,Volkswagen,Beetle,,,200,,2699,38550,400
CNG,Volkswagen,Tiguan,,,200,,2599,28450,400
CNG,Volkswagen,T-Roc,,,200,,2799,#N/A,400
CNG,Volkswagen,Taigun,,,200,,2799,30450,400
CNG,Volkswagen,Virtus,,,200,,2799,30450,400
CNG,MG,Hector,,,200,,2799,30450,400
CNG,MG,Gloster,,,200,,2899,40450,400
CNG,MG,Astor,,,200,,2899,30550,400
CNG,MG,Hector Plus,,,200,,2799,30450,400
CNG,Citroen,C5 Aircross,,,200,,2799,30450,400
CNG,Citroen,C3,3999,4199,3899,5499,2699,28550,4099
CNG,Jeep,Compass,,,200,,2799,30450,400
CNG,Fiat,Adventure,3899,4099,3799,5299,2499,25550,3999
CNG,Fiat,Avventura,3899,4099,3799,5299,2499,25550,3999
CNG,Fiat,Linea,4199,4199,3899,5499,2499,27550,4099
CNG,Fiat,Linea Classic,4099,4399,4099,5499,2499,27550,4299
CNG,Fiat,Palio D,3699,3999,3699,5499,2499,25550,3899
CNG,Fiat,Palio Stile,3699,3999,3699,5499,2499,25550,3899
CNG,Fiat,Petra,3899,4099,3799,5499,2499,25550,3999
CNG,Fiat,Punto,3099,3399,3099,5099,4299,25550,3299
CNG,Fiat,Punto Evo,,,200,,2499,25550,400
CNG,Fiat,Uno,3599,3899,3599,5099,2499,25550,3799
CNG,Fiat,Abarth Punto,,,200,,2499,25550,400
CNG,Nissan,Evalia,,,200,,2499,25550,400
CNG,Nissan,Micra,3199,3499,3199,5199,2199,25550,3399
CNG,Nissan,Micra Active,3199,3499,3199,5199,2199,25550,3399
CNG,Nissan,Sunny,4399,4499,4199,5899,2499,27450,4399
CNG,Nissan,Teana,5099,5299,4999,6899,2499,27450,5199
CNG,Nissan,Terrano,,,200,,2699,30550,400
CNG,Nissan,X-Trail,,,200,,2899,#N/A,400
CNG,Nissan,Gtr,,,200,,4299,61650,400
CNG,Nissan,Kicks,3999,4099,3799,5199,2699,28550,3999
CNG,Nissan,Magnite,4199,4499,4199,5499,2699,28550,4399
CNG,Renault,Duster,,,200,,2899,28550,400
CNG,Renault,Fluence,4399,4599,4299,5899,2499,27450,4499
CNG,Renault,Koleos,,,200,,2799,30450,400
CNG,Renault,Lodgy,,,200,,2699,28550,400
CNG,Renault,Pulse,3699,3899,3599,5099,2499,25550,3799
CNG,Renault,Scala,4399,4499,4199,5899,2499,27450,4399
CNG,Renault,Kwid,2999,3199,2899,5099,2599,25550,3099
CNG,Renault,Triber,3999,4099,3799,5099,2499,25550,3999
CNG,Renault,Kiger,4599,4499,4199,5499,2699,28550,4399
CNG,Isuzu,MU-X,,,200,,2799,#N/A,400
CNG,Volvo,Xc60,,,200,,4299,61650,400
CNG,Volvo,Xc90,,,200,,4699,69050,400
CNG,Volvo,S90,,,200,,4299,61650,400
CNG,Volvo,S60,,,200,,3999,57210,400
CNG,Volvo,S60 Cross Country,,,200,,3999,57210,400
CNG,Volvo,S80,,,200,,4299,61650,400
CNG,Volvo,V40,,,200,,3799,54250,400
CNG,Volvo,V40 Cross Country,,,200,,3799,54250,400
CNG,Volvo,S40,,,200,,3999,57210,400
CNG,Volvo,V60,,,200,,3999,57210,400
CNG,Volvo,V90,,,200,,4699,69050,400
CNG,BMW,3 Series,,,200,,3999,57210,400
